id,city,city_ascii,state_id,state_name,county_name,lat,lng,population
1,New York,New York,NY,New York,Queens,40.6943,-73.9249,18680025
2,Los Angeles,Los Angeles,CA,California,Los Angeles,34.1141,-118.4068,12531334
3,Chicago,Chicago,IL,Illinois,Cook,41.8375,-87.6866,8586888
4,Miami,Miami,FL,Florida,Miami-Dade,25.7840,-80.2101,6076316
5,Dallas,Dallas,TX,Texas,Dallas,32.7935,-96.7667,5910669
6,Houston,Houston,TX,Texas,Harris,29.7860,-95.3885,5724418
7,Philadelphia,Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339,5540199
8,Atlanta,Atlanta,GA,Georgia,Fulton,33.7628,-84.4220,5151496
9,Washington,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,5066973
10,Boston,Boston,MA,Massachusetts,Suffolk,42.3188,-71.0852,4465966
11,Phoenix,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0892,4187723
12,Detroit,Detroit,MI,Michigan,Wayne,42.3834,-83.1024,3731486
13,San Francisco,San Francisco,CA,California,San Francisco,37.7558,-122.4449,3557982
14,Seattle,Seattle,WA,Washington,King,47.6211,-122.3244,3530752
15,San Diego,San Diego,CA,California,San Diego,32.8313,-117.1222,3178495
16,Minneapolis,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2885614
17,Tampa,Tampa,FL,Florida,Hillsborough,27.9945,-82.4447,2771700
18,Brooklyn,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2736074
19,Denver,Denver,CO,Colorado,Denver,39.7620,-104.8758,2709398
20,Queens,Queens,NY,New York,Queens,40.7498,-73.7976,2405464
21,Baltimore,Baltimore,MD,Maryland,Baltimore,39.3051,-76.6144,2270087
22,Las Vegas,Las Vegas,NV,Nevada,Clark,36.2333,-115.2654,2165405
23,St. Louis,St. Louis,MO,Missouri,St. Louis,38.6359,-90.2451,2144317
24,Riverside,Riverside,CA,California,Riverside,33.9381,-117.3949,2112239
25,Portland,Portland,OR,Oregon,Multnomah,45.5371,-122.6500,2072553
26,San Antonio,San Antonio,TX,Texas,Bexar,29.4632,-98.5238,2036324
27,Sacramento,Sacramento,CA,California,Sacramento,38.5677,-121.4685,1882358
28,San Juan,San Juan,PR,Puerto Rico,San Juan,18.3985,-66.0610,1854549
29,San Jose,San Jose,CA,California,Santa Clara,37.3012,-121.8480,1797166
30,Orlando,Orlando,FL,Florida,Orange,28.4773,-81.3370,1792047
31,Cleveland,Cleveland,OH,Ohio,Cuyahoga,41.4764,-81.6805,1742437
32,Pittsburgh,Pittsburgh,PA,Pennsylvania,Allegheny,40.4397,-79.9763,1719289
33,Manhattan,Manhattan,NY,New York,New York,40.7834,-73.9662,1694263
34,Austin,Austin,TX,Texas,Travis,30.3005,-97.7522,1685522
35,Cincinnati,Cincinnati,OH,Ohio,Hamilton,39.1413,-84.5060,1684800
36,Indianapolis,Indianapolis,IN,Indiana,Marion,39.7771,-86.1458,1636763
37,Kansas City,Kansas City,MO,Missouri,Jackson,39.1238,-94.5541,1602005
38,Columbus,Columbus,OH,Ohio,Franklin,39.9862,-82.9855,1547862
39,Charlotte,Charlotte,NC,North Carolina,Mecklenburg,35.2083,-80.8303,1526465
40,Virginia Beach,Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435,1475522
41,Bronx,Bronx,NY,New York,Bronx,40.8501,-73.8662,1472654
42,Milwaukee,Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9675,1390046
43,Providence,Providence,RI,Rhode Island,Providence,41.8230,-71.4187,1204385
44,Jacksonville,Jacksonville,FL,Florida,Duval,30.3322,-81.6749,1165107
45,Salt Lake City,Salt Lake City,UT,Utah,Salt Lake,40.7776,-111.9311,1135747
46,Nashville,Nashville,TN,Tennessee,Davidson,36.1715,-86.7842,1081876
47,Raleigh,Raleigh,NC,North Carolina,Wake,35.8324,-78.6429,1073795
48,Memphis,Memphis,TN,Tennessee,Shelby,35.1087,-89.9663,1072330
49,Richmond,Richmond,VA,Virginia,Richmond,37.5295,-77.4756,1025117
50,Louisville,Louisville,KY,Kentucky,Jefferson,38.1663,-85.6485,1004821
51,New Orleans,New Orleans,LA,Louisiana,Orleans,30.0687,-89.9288,957783
52,Bridgeport,Bridgeport,CT,Connecticut,Fairfield,41.1918,-73.1954,948918
53,Oklahoma City,Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136,947247
54,Buffalo,Buffalo,NY,New York,Erie,42.9018,-78.8487,926607
55,Hartford,Hartford,CT,Connecticut,Hartford,41.7661,-72.6834,918434
56,Fort Worth,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474,892221
57,Tucson,Tucson,AZ,Arizona,Pima,32.1541,-110.8787,883127
58,Honolulu,Honolulu,HI,Hawaii,Honolulu,21.3294,-157.8460,834138
59,McAllen,McAllen,TX,Texas,Hidalgo,26.2252,-98.2467,805270
60,El Paso,El Paso,TX,Texas,El Paso,31.8476,-106.4300,798217
61,Omaha,Omaha,NE,Nebraska,Douglas,41.2627,-96.0529,791432
62,Albuquerque,Albuquerque,NM,New Mexico,Bernalillo,35.1054,-106.6465,762853
63,Birmingham,Birmingham,AL,Alabama,Jefferson,33.5279,-86.7971,753721
64,Sarasota,Sarasota,FL,Florida,Sarasota,27.3387,-82.5432,727388
65,Dayton,Dayton,OH,Ohio,Montgomery,39.7805,-84.2003,723844
66,Rochester,Rochester,NY,New York,Monroe,43.1680,-77.6162,720189
67,Fresno,Fresno,CA,California,Fresno,36.7830,-119.7939,702486
68,Tulsa,Tulsa,OK,Oklahoma,Tulsa,36.1283,-95.9042,698349
69,Allentown,Allentown,PA,Pennsylvania,Lehigh,40.5961,-75.4756,688658
70,Concord,Concord,CA,California,Contra Costa,37.9722,-122.0016,667250
71,Cape Coral,Cape Coral,FL,Florida,Lee,26.6443,-81.9957,649339
72,Charleston,Charleston,SC,South Carolina,Charleston,32.8168,-79.9687,645413
73,Colorado Springs,Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7605,621332
74,Springfield,Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395,615728
75,Grand Rapids,Grand Rapids,MI,Michigan,Kent,42.9619,-85.6562,615273
76,Ogden,Ogden,UT,Utah,Weber,41.2279,-111.9682,615015
77,Columbia,Columbia,SC,South Carolina,Richland,34.0378,-80.9036,609689
78,Baton Rouge,Baton Rouge,LA,Louisiana,East Baton Rouge,30.4420,-91.1311,605449
79,Knoxville,Knoxville,TN,Tennessee,Knox,35.9692,-83.9496,603685
80,Mission Viejo,Mission Viejo,CA,California,Orange,33.6096,-117.6551,600802
81,Albany,Albany,NY,New York,Albany,42.6664,-73.7987,590823
82,Akron,Akron,OH,Ohio,Summit,41.0798,-81.5219,570375
83,New Haven,New Haven,CT,Connecticut,New Haven,41.3113,-72.9246,566683
84,Provo,Provo,UT,Utah,Utah,40.2457,-111.6457,563884
85,Bakersfield,Bakersfield,CA,California,Kern,35.3529,-119.0359,556892
86,Murrieta,Murrieta,CA,California,Riverside,33.5719,-117.1909,524133
87,Des Moines,Des Moines,IA,Iowa,Polk,41.5725,-93.6105,519180
88,Worcester,Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079,516483
89,Mesa,Mesa,AZ,Arizona,Maricopa,33.4015,-111.7178,508918
90,Toledo,Toledo,OH,Ohio,Lucas,41.6638,-83.5827,498645
91,Palm Bay,Palm Bay,FL,Florida,Brevard,27.9631,-80.6593,496640
92,Staten Island,Staten Island,NY,New York,Richmond,40.5834,-74.1496,495747
93,Wichita,Wichita,KS,Kansas,Sedgwick,37.6895,-97.3443,484715
94,Harrisburg,Harrisburg,PA,Pennsylvania,Dauphin,40.2752,-76.8843,472261
95,Long Beach,Long Beach,CA,California,Los Angeles,33.7977,-118.1670,462081
96,Little Rock,Little Rock,AR,Arkansas,Pulaski,34.7256,-92.3577,446814
97,Madison,Madison,WI,Wisconsin,Dane,43.0822,-89.3930,445499
98,Greenville,Greenville,SC,South Carolina,Greenville,34.8354,-82.3646,441303
99,Reno,Reno,NV,Nevada,Washoe,39.5497,-119.8483,440547
100,Port St. Lucie,Port St. Lucie,FL,Florida,St. Lucie,27.2796,-80.3884,435182
101,Lancaster,Lancaster,PA,Pennsylvania,Lancaster,40.0420,-76.3012,430621
102,Spokane,Spokane,WA,Washington,Spokane,47.6671,-117.4330,426849
103,Denton,Denton,TX,Texas,Denton,33.2175,-97.1418,425901
104,Poughkeepsie,Poughkeepsie,NY,New York,Dutchess,41.6950,-73.9211,423386
105,Oakland,Oakland,CA,California,Alameda,37.7904,-122.2166,422575
106,Winston-Salem,Winston-Salem,NC,North Carolina,Forsyth,36.1029,-80.2610,416394
107,Syracuse,Syracuse,NY,New York,Onondaga,43.0407,-76.1437,407942
108,Boise,Boise,ID,Idaho,Ada,43.6005,-116.2308,407550
109,Chattanooga,Chattanooga,TN,Tennessee,Hamilton,35.0660,-85.2481,404766
110,Augusta,Augusta,GA,Georgia,Richmond,33.3645,-82.0708,404125
111,Arlington,Arlington,TX,Texas,Tarrant,32.6998,-97.1250,397269
112,Stockton,Stockton,CA,California,San Joaquin,37.9765,-121.3109,394919
113,Durham,Durham,NC,North Carolina,Durham,35.9792,-78.9022,391371
114,Palm Coast,Palm Coast,FL,Florida,Flagler,29.5389,-81.2457,386415
115,Scranton,Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649,380870
116,Aurora,Aurora,CO,Colorado,Arapahoe,39.7083,-104.7237,379434
117,Oxnard,Oxnard,CA,California,Ventura,34.1964,-119.1815,378990
118,Modesto,Modesto,CA,California,Stanislaus,37.6375,-121.0028,376717
119,Indio,Indio,CA,California,Riverside,33.7346,-116.2346,367174
120,Kissimmee,Kissimmee,FL,Florida,Osceola,28.3041,-81.4169,366003
121,Youngstown,Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463,363541
122,Pensacola,Pensacola,FL,Florida,Escambia,30.4413,-87.1911,360711
123,Lancaster,Lancaster,CA,California,Los Angeles,34.6935,-118.1753,353619
124,Anaheim,Anaheim,CA,California,Orange,33.8390,-117.8574,353085
125,Fayetteville,Fayetteville,AR,Arkansas,Washington,36.0714,-94.1661,350995
126,Jackson,Jackson,MS,Mississippi,Hinds,32.3157,-90.2125,350373
127,Victorville,Victorville,CA,California,San Bernardino,34.5277,-117.3536,350275
128,Bonita Springs,Bonita Springs,FL,Florida,Lee,26.3558,-81.7859,347581
129,Greensboro,Greensboro,NC,North Carolina,Guilford,36.0956,-79.8271,343505
130,Corpus Christi,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767,343031
131,Flint,Flint,MI,Michigan,Genesee,43.0236,-83.6921,339283
132,Fayetteville,Fayetteville,NC,North Carolina,Cumberland,35.0850,-78.9772,333366
133,Santa Ana,Santa Ana,CA,California,Orange,33.7367,-117.8819,332610
134,Fort Wayne,Fort Wayne,IN,Indiana,Allen,41.0888,-85.1436,329170
135,Mobile,Mobile,AL,Alabama,Mobile,30.6782,-88.1162,328610
136,Lansing,Lansing,MI,Michigan,Ingham,42.7142,-84.5601,326380
137,Ann Arbor,Ann Arbor,MI,Michigan,Washtenaw,42.2759,-83.7310,323593
138,Huntsville,Huntsville,AL,Alabama,Madison,34.6981,-86.6412,317279
139,Lexington,Lexington,KY,Kentucky,Fayette,38.0423,-84.4587,316743
140,Santa Rosa,Santa Rosa,CA,California,Sonoma,38.4458,-122.7067,313875
141,Antioch,Antioch,CA,California,Contra Costa,37.9787,-121.7960,313532
142,Asheville,Asheville,NC,North Carolina,Buncombe,35.5707,-82.5537,312618
143,Henderson,Henderson,NV,Nevada,Clark,36.0133,-115.0381,309955
144,St. Paul,St. Paul,MN,Minnesota,Ramsey,44.9478,-93.1039,305877
145,Fort Collins,Fort Collins,CO,Colorado,Larimer,40.5477,-105.0656,304657
146,Lakeland,Lakeland,FL,Florida,Polk,28.0557,-81.9545,300268
147,Springfield,Springfield,MO,Missouri,Greene,37.1943,-93.2916,295230
148,The Woodlands,The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134,294943
149,Shreveport,Shreveport,LA,Louisiana,Caddo,32.4653,-93.7955,291388
150,Trenton,Trenton,NJ,New Jersey,Mercer,40.2237,-74.7641,291085
151,Plano,Plano,TX,Texas,Collin,33.0502,-96.7486,288870
152,Round Lake Beach,Round Lake Beach,IL,Illinois,Lake,42.3791,-88.0811,287012
153,South Bend,South Bend,IN,Indiana,St. Joseph,41.6767,-86.2696,285569
154,Savannah,Savannah,GA,Georgia,Chatham,32.0286,-81.1821,284429
155,Newark,Newark,NJ,New Jersey,Essex,40.7245,-74.1725,281917
156,Davenport,Davenport,IA,Iowa,Scott,41.5565,-90.6053,281895
157,Myrtle Beach,Myrtle Beach,SC,South Carolina,Horry,33.7094,-78.8844,281180
158,Lincoln,Lincoln,NE,Nebraska,Lancaster,40.8099,-96.6784,280780
159,Rockford,Rockford,IL,Illinois,Winnebago,42.2596,-89.0640,280337
160,Reading,Reading,PA,Pennsylvania,Berks,40.3400,-75.9267,278693
161,Canton,Canton,OH,Ohio,Stark,40.8078,-81.3676,277769
162,Irvine,Irvine,CA,California,Orange,33.6772,-117.7738,272694
163,Eugene,Eugene,OR,Oregon,Lane,44.0564,-123.1174,270013
164,Chula Vista,Chula Vista,CA,California,San Diego,32.6281,-117.0144,268779
165,St. Petersburg,St. Petersburg,FL,Florida,Pinellas,27.7931,-82.6652,264001
166,Salem,Salem,OR,Oregon,Marion,44.9233,-123.0244,263571
167,Lafayette,Lafayette,LA,Louisiana,Lafayette,30.2082,-92.0325,263551
168,Laredo,Laredo,TX,Texas,Webb,27.5625,-99.4874,262774
169,Jersey City,Jersey City,NJ,New Jersey,Hudson,40.7184,-74.0686,262652
170,Santa Clarita,Santa Clarita,CA,California,Los Angeles,34.4175,-118.4964,260999
171,Aguadilla,Aguadilla,PR,Puerto Rico,Aguadilla,18.4382,-67.1537,260331
172,Wilmington,Wilmington,NC,North Carolina,New Hanover,34.2099,-77.8866,260170
173,Lubbock,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879,257835
174,Chandler,Chandler,AZ,Arizona,Maricopa,33.2825,-111.8514,257076
175,Scottsdale,Scottsdale,AZ,Arizona,Maricopa,33.6872,-111.8651,254995
176,Tallahassee,Tallahassee,FL,Florida,Leon,30.4551,-84.2527,254250
177,Montgomery,Montgomery,AL,Alabama,Montgomery,32.3482,-86.2668,253540
178,Peoria,Peoria,IL,Illinois,Peoria,40.7520,-89.6154,253461
179,Glendale,Glendale,AZ,Arizona,Maricopa,33.5791,-112.2311,250290
180,Columbus,Columbus,GA,Georgia,Muscogee,32.5100,-84.8771,249510
181,Anchorage,Anchorage,AK,Alaska,Anchorage,61.1508,-149.1091,248902
182,Gilbert,Gilbert,AZ,Arizona,Maricopa,33.3100,-111.7463,248349
183,North Las Vegas,North Las Vegas,NV,Nevada,Clark,36.2883,-115.0888,247248
184,Avondale,Avondale,AZ,Arizona,Maricopa,33.3873,-112.3235,247103
185,McKinney,McKinney,TX,Texas,Collin,33.2016,-96.6670,244536
186,Norfolk,Norfolk,VA,Virginia,Norfolk,36.8945,-76.2590,244300
187,Chesapeake,Chesapeake,VA,Virginia,Chesapeake,36.6778,-76.3023,242647
188,Kennewick,Kennewick,WA,Washington,Benton,46.1978,-119.1732,240876
189,Winter Haven,Winter Haven,FL,Florida,Polk,28.0118,-81.7014,240768
190,Irving,Irving,TX,Texas,Dallas,32.8583,-96.9702,240475
191,Garland,Garland,TX,Texas,Dallas,32.9100,-96.6304,238622
192,York,York,PA,Pennsylvania,York,39.9651,-76.7315,236818
193,Concord,Concord,NC,North Carolina,Cabarrus,35.3933,-80.6369,236626
194,Arlington,Arlington,VA,Virginia,Arlington,38.8786,-77.1011,236434
195,Atlantic City,Atlantic City,NJ,New Jersey,Atlantic,39.3797,-74.4527,236314
196,Visalia,Visalia,CA,California,Tulare,36.3276,-119.3269,235184
197,Fremont,Fremont,CA,California,Alameda,37.5265,-121.9843,234829
198,Hialeah,Hialeah,FL,Florida,Miami-Dade,25.8696,-80.3045,233876
199,Nashua,Nashua,NH,New Hampshire,Hillsborough,42.7491,-71.4910,231409
200,Killeen,Killeen,TX,Texas,Bell,31.0753,-97.7297,231312
201,Gulfport,Gulfport,MS,Mississippi,Harrison,30.4274,-89.0704,230156
202,Brownsville,Brownsville,TX,Texas,Cameron,25.9975,-97.4580,229387
203,Evansville,Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341,227338
204,Appleton,Appleton,WI,Wisconsin,Outagamie,44.2780,-88.3892,225728
205,Navarre,Navarre,FL,Florida,Santa Rosa,30.4174,-86.8907,223951
206,Bel Air South,Bel Air South,MD,Maryland,Harford,39.5022,-76.3113,222834
207,Kalamazoo,Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882,220561
208,Bremerton,Bremerton,WA,Washington,Kitsap,47.5436,-122.7121,219538
209,Spring Valley,Spring Valley,NV,Nevada,Clark,36.0952,-115.2636,218697
210,San Bernardino,San Bernardino,CA,California,San Bernardino,34.1416,-117.2943,216784
211,Roanoke,Roanoke,VA,Virginia,Roanoke,37.2785,-79.9581,216388
212,Spartanburg,Spartanburg,SC,South Carolina,Spartanburg,34.9442,-81.9251,216021
213,Tacoma,Tacoma,WA,Washington,Pierce,47.2431,-122.4531,215766
214,Enterprise,Enterprise,NV,Nevada,Clark,36.0091,-115.2278,214591
215,Green Bay,Green Bay,WI,Wisconsin,Brown,44.5148,-87.9895,214438
216,Portland,Portland,ME,Maine,Cumberland,43.6773,-70.2715,213986
217,Thousand Oaks,Thousand Oaks,CA,California,Ventura,34.1914,-118.8756,212806
218,Fontana,Fontana,CA,California,San Bernardino,34.0968,-117.4599,212704
219,Hickory,Hickory,NC,North Carolina,Catawba,35.7410,-81.3223,211042
220,Moreno Valley,Moreno Valley,CA,California,Riverside,33.9244,-117.2045,208751
221,Deltona,Deltona,FL,Florida,Volusia,28.9050,-81.2137,205914
222,Fargo,Fargo,ND,North Dakota,Cass,46.8651,-96.8292,205472
223,Santa Barbara,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,205215
224,College Station,College Station,TX,Texas,Brazos,30.5852,-96.2959,203848
225,Gainesville,Gainesville,FL,Florida,Alachua,29.6804,-82.3459,203541
226,Amarillo,Amarillo,TX,Texas,Potter,35.1984,-101.8316,202902
227,Norwich,Norwich,CT,Connecticut,New London,41.5495,-72.0882,201726
228,Olympia,Olympia,WA,Washington,Thurston,47.0417,-122.8959,200836
229,Yonkers,Yonkers,NY,New York,Westchester,40.9466,-73.8673,200183
230,Huntington Beach,Huntington Beach,CA,California,Orange,33.6960,-118.0018,199778
231,Glendale,Glendale,CA,California,Los Angeles,34.1819,-118.2468,199357
232,Aurora,Aurora,IL,Illinois,Kane,41.7638,-88.2902,199326
233,Huntington,Huntington,WV,West Virginia,Cabell,38.4109,-82.4345,199133
234,Sunrise Manor,Sunrise Manor,NV,Nevada,Clark,36.1783,-115.0487,198187
235,North Port,North Port,FL,Florida,Sarasota,27.0576,-82.1977,195848
236,Hagerstown,Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,194602
237,Grand Prairie,Grand Prairie,TX,Texas,Dallas,32.6871,-97.0208,193835
238,Overland Park,Overland Park,KS,Kansas,Johnson,38.8870,-94.6870,193412
239,Paradise,Paradise,NV,Nevada,Clark,36.0872,-115.1355,193150
240,Tempe,Tempe,AZ,Arizona,Maricopa,33.3881,-111.9319,191607
241,Salinas,Salinas,CA,California,Monterey,36.6883,-121.6317,190345
242,Erie,Erie,PA,Pennsylvania,Erie,42.1167,-80.0733,189513
243,Cedar Rapids,Cedar Rapids,IA,Iowa,Linn,41.9662,-91.6783,188618
244,Waterbury,Waterbury,CT,Connecticut,New Haven,41.5582,-73.0361,188607
245,Frisco,Frisco,TX,Texas,Collin,33.1560,-96.8216,188387
246,Waco,Waco,TX,Texas,McLennan,31.5599,-97.1882,186695
247,Gastonia,Gastonia,NC,North Carolina,Gaston,35.2494,-81.1854,184902
248,Clarksville,Clarksville,TN,Tennessee,Montgomery,36.5692,-87.3413,183798
249,Vancouver,Vancouver,WA,Washington,Clark,45.6366,-122.5967,182792
250,Lorain,Lorain,OH,Ohio,Lorain,41.4409,-82.1840,182015
251,Nampa,Nampa,ID,Idaho,Canyon,43.5844,-116.5638,181887
252,Fort Lauderdale,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,181818
253,Hemet,Hemet,CA,California,Riverside,33.7341,-116.9969,180380
254,Newport News,Newport News,VA,Virginia,Newport News,37.1051,-76.5185,179582
255,Ontario,Ontario,CA,California,San Bernardino,34.0393,-117.6064,178194
256,Rancho Cucamonga,Rancho Cucamonga,CA,California,San Bernardino,34.1247,-117.5667,178060
257,Vallejo,Vallejo,CA,California,Solano,38.1125,-122.2342,177255
258,Oceanside,Oceanside,CA,California,San Diego,33.2247,-117.3083,175694
259,Vero Beach South,Vero Beach South,FL,Florida,Indian River,27.6132,-80.4163,174748
260,Ocala,Ocala,FL,Florida,Marion,29.1780,-82.1511,174618
261,Sioux Falls,Sioux Falls,SD,South Dakota,Minnehaha,43.5396,-96.7311,173921
262,Danbury,Danbury,CT,Connecticut,Fairfield,41.4015,-73.4709,173508
263,Elk Grove,Elk Grove,CA,California,Sacramento,38.4161,-121.3842,173370
264,High Point,High Point,NC,North Carolina,Guilford,35.9910,-79.9937,173324
265,Garden Grove,Garden Grove,CA,California,Orange,33.7787,-117.9601,172800
266,Peoria,Peoria,AZ,Arizona,Maricopa,33.7843,-112.2989,172109
267,Pembroke Pines,Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,171979
268,Medford,Medford,OR,Oregon,Jackson,42.3372,-122.8540,171660
269,Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,35.8490,-86.4121,169243
270,Cary,Cary,NC,North Carolina,Wake,35.7819,-78.8195,169177
271,Lafayette,Lafayette,IN,Indiana,Tippecanoe,40.3991,-86.8593,168164
272,Corona,Corona,CA,California,Riverside,33.8616,-117.5649,168112
273,Santa Cruz,Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,165933
274,Spring Hill,Spring Hill,FL,Florida,Hernando,28.4798,-82.5300,165526
275,Muskegon,Muskegon,MI,Michigan,Muskegon,43.2281,-86.2562,164136
276,Manchester,Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,163488
277,Marysville,Marysville,WA,Washington,Snohomish,48.0809,-122.1561,162700
278,Springfield,Springfield,IL,Illinois,Sangamon,39.7709,-89.6540,162348
279,Frederick,Frederick,MD,Maryland,Frederick,39.4337,-77.4141,158866
280,Hayward,Hayward,CA,California,Alameda,37.6328,-122.0766,158817
281,Alexandria,Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,158309
282,Bayamón,Bayamon,PR,Puerto Rico,Bayamón,18.3794,-66.1635,157517
283,Port Arthur,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,156988
284,Lakewood,Lakewood,CO,Colorado,Jefferson,39.6977,-105.1172,155733
285,Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,155414
286,Leesburg,Leesburg,FL,Florida,Lake,28.7672,-81.8962,154301
287,Hollywood,Hollywood,FL,Florida,Broward,26.0293,-80.1679,153834
288,Palmdale,Palmdale,CA,California,Los Angeles,34.5944,-118.1057,153240
289,Macon,Macon,GA,Georgia,Bibb,32.8065,-83.6974,153026
290,Kansas City,Kansas City,KS,Kansas,Wyandotte,39.1235,-94.7443,153014
291,Champaign,Champaign,IL,Illinois,Champaign,40.1142,-88.2737,152940
292,Sunnyvale,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0255,152569
293,Pasadena,Pasadena,TX,Texas,Harris,29.6575,-95.1498,152537
294,Pomona,Pomona,CA,California,Los Angeles,34.0585,-117.7626,151124
295,Escondido,Escondido,CA,California,San Diego,33.1348,-117.0723,150396
296,Mauldin,Mauldin,SC,South Carolina,Greenville,34.7821,-82.3032,149687
297,New Bedford,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,149570
298,Panama City,Panama City,FL,Florida,Bay,30.1995,-85.6003,149366
299,Tuscaloosa,Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5268,149302
300,Warner Robins,Warner Robins,GA,Georgia,Houston,32.5961,-83.6527,148171
301,Naperville,Naperville,IL,Illinois,DuPage,41.7480,-88.1659,147734
302,Merced,Merced,CA,California,Merced,37.3057,-120.4779,147690
303,Elkhart,Elkhart,IN,Indiana,Elkhart,41.6916,-85.9627,147679
304,Joliet,Joliet,IL,Illinois,Will,41.5188,-88.1499,147323
305,Binghamton,Binghamton,NY,New York,Broome,42.1014,-75.9093,146870
306,Houma,Houma,LA,Louisiana,Terrebonne,29.5800,-90.7059,146665
307,Bellevue,Bellevue,WA,Washington,King,47.5951,-122.1535,146145
308,Topeka,Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,145717
309,Paterson,Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,145484
310,Lake Charles,Lake Charles,LA,Louisiana,Calcasieu,30.2010,-93.2111,145029
311,Torrance,Torrance,CA,California,Los Angeles,33.8346,-118.3416,144430
312,Thornton,Thornton,CO,Colorado,Adams,39.9197,-104.9438,144186
313,Tyler,Tyler,TX,Texas,Smith,32.3184,-95.3062,143616
314,Athens,Athens,GA,Georgia,Clarke,33.9508,-83.3689,143081
315,Beaumont,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,142759
316,Pueblo,Pueblo,CO,Colorado,Pueblo,38.2701,-104.6114,142726
317,Odessa,Odessa,TX,Texas,Ector,31.8801,-102.3448,142581
318,Mesquite,Mesquite,TX,Texas,Dallas,32.7602,-96.5865,142429
319,Fairfield,Fairfield,CA,California,Solano,38.2583,-122.0335,142042
320,Pasadena,Pasadena,CA,California,Los Angeles,34.1597,-118.1390,142017
321,Charleston,Charleston,WV,West Virginia,Kanawha,38.3484,-81.6322,141640
322,Fullerton,Fullerton,CA,California,Orange,33.8841,-117.9279,141061
323,Miramar,Miramar,FL,Florida,Broward,25.9773,-80.3351,140479
324,Midland,Midland,TX,Texas,Midland,32.0243,-102.1147,140111
325,Gainesville,Gainesville,GA,Georgia,Hall,34.2902,-83.8294,139507
326,Orange,Orange,CA,California,Orange,33.8038,-117.8218,139322
327,Olathe,Olathe,KS,Kansas,Johnson,38.8833,-94.8200,139216
328,Santa Maria,Santa Maria,CA,California,Santa Barbara,34.9333,-120.4431,139072
329,Surprise,Surprise,AZ,Arizona,Maricopa,33.6815,-112.4515,139007
330,Roseville,Roseville,CA,California,Placer,38.7703,-121.3196,138860
331,Metairie,Metairie,LA,Louisiana,Jefferson,29.9977,-90.1780,138511
332,Yuma,Yuma,AZ,Arizona,Yuma,32.5995,-114.5491,137612
333,Carrollton,Carrollton,TX,Texas,Dallas,32.9890,-96.8999,137319
334,Burlington,Burlington,NC,North Carolina,Alamance,36.0760,-79.4685,137096
335,West Valley City,West Valley City,UT,Utah,Salt Lake,40.6886,-112.0123,135610
336,Hampton,Hampton,VA,Virginia,Hampton,37.0551,-76.3630,135169
337,Racine,Racine,WI,Wisconsin,Racine,42.7274,-87.8135,134679
338,Greeley,Greeley,CO,Colorado,Weld,40.4152,-104.7706,134417
339,Harlingen,Harlingen,TX,Texas,Cameron,26.1916,-97.6977,134306
340,Carolina,Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,134207
341,Warren,Warren,MI,Michigan,Macomb,42.4934,-83.0270,134188
342,Grand Junction,Grand Junction,CO,Colorado,Mesa,39.0877,-108.5673,134074
343,Coral Springs,Coral Springs,FL,Florida,Broward,26.2702,-80.2591,133370
344,Columbia,Columbia,MO,Missouri,Boone,38.9472,-92.3268,132806
